year,state_abbr,state_name,total crimes,population,total crimes_per_population,violent_crime,violent_crime_per_pipulation,homicide,homicity_per_populaiton,rape,rape_per_population,robbery,robbery_per_population,aggravated_assault,,property_crime,property_crime_per_population,burglary,burglary_per_population,larceny,larceny_per_population,motor_vehicle_theft,motor_vehicle_theft_per_population,gdp,median_household_income,Bodycam_Policy,kills_per_million,treatment,dem_majority,dem_governor,white population,people of color percentage (population),people of color killed by police percentage
2013,ND,North Dakota,34670,723857,0.04789620049,1979,0.00273396541,16,0.00002210381332,355,0.0004904283581,161,0.0002224196216,1447,0.001999013617,15356,0.02121413484,2979,0.004115453743,10942,0.01511624534,1435,0.001982435757,54877,48081,0,0,0,0,0,670219,0.07410027119,0
2014,ND,North Dakota,35716,740040,0.04826225609,2001,0.002703907897,23,0.00003107940111,382,0.0005161883141,175,0.0002364737041,1421,0.001920166477,15857,0.02142722015,2751,0.003717366629,11559,0.01561942598,1547,0.002090427544,61108.3,49308,0,1.36,0,0,0,680810,0.08003621426,100
2015,ND,North Dakota,39330,756835,0.05196641276,1949,0.002575198029,21,0.00002774713114,391,0.0005166251561,159,0.0002100854215,1378,0.00182074032,17716,0.02340800835,3296,0.004354978298,12686,0.0167619098,1734,0.002291120257,56952.2,51075,0,1.33,0,0,0,677360,0.1050096785,0
2016,ND,North Dakota,38712,755548,0.05123698296,1905,0.002521348743,16,0.00002117668236,356,0.0004711811824,181,0.0002395612191,1352,0.001789429659,17451,0.02309714274,3248,0.004298866518,12249,0.01621207389,1954,0.002586202333,52666.3,52344,0,1.33,0,0,0,675184,0.1063651813,100
2017,ND,North Dakota,37572,755176,0.04975264044,2133,0.002824507135,10,0.00001324194625,406,0.0005376230177,183,0.0002423276163,1534,0.002031314554,16653,0.02205181309,2947,0.003902401559,11944,0.0158161806,1762,0.002333230929,56530.2,54021,0,3.97,0,0,0,676423,0.1042842993,0
2018,ND,North Dakota,35550,758080,0.04689478683,2154,0.002841388772,18,0.00002374419586,409,0.0005395208949,158,0.0002084212748,1569,0.002069702406,15621,0.02060600464,2742,0.003617032503,11088,0.01462642465,1791,0.002362547488,60377.1,56111,0,5.28,0,0,0,679052,0.1042475728,#DIV/0!
2019,ND,North Dakota,35144,763724,0.04601662381,2302,0.003014177897,25,0.00003273433858,464,0.0006075493241,184,0.000240924732,1629,0.002132969502,15270,0.01999413401,2646,0.003464602396,10785,0.01412159366,1839,0.002407937946,60892.5,58642,0,3.85,0,0,0,696459,0.08807501139,66.66666667
2020,ND,North Dakota,37548,765309,0.04906253552,2518,0.003290174296,32,0.00004181317612,396,0.0005174380544,151,0.0001973059248,1939,0.00253361714,16256,0.02124109347,3196,0.004176090965,10986,0.01435498603,2074,0.002710016477,55568.5,60452,0,5.14,0,0,0,694393,0.09266322492,50
2021,ND,North Dakota,37670,777934,0.04842313101,2150,0.002763730599,14,0.0000179963853,436,0.0005604588564,205,0.000263518499,1495,0.001921756859,16685,0.02144783491,3104,0.003990055712,11403,0.01465805582,2178,0.00279972337,63838.5,62262,0,3.85,0,0,0,694468,0.1072918782,66.66666667
2023,ND,North Dakota,"34,626","783,926",0.04416998543,"2,096",0.002673721754,26,0.00003316639581,392,0.0005000471983,203,0.0002589530134,"1,475",0.001881555147,"15,217",0.01941127096,"2,509",0.003200557195,"10,982",0.01400897534,"1,726",0.002201738429,76043.3,67769,0,2.55,0,0,0,696929,0.110976036,50
2013,OH,Ohio,744272,11572005,0.06431659855,33722,0.002914101748,478,0.0000413065843,4391,0.0003794502336,14483,0.001251554938,14370,0.001241789992,338414,0.02924419753,91090,0.007871583187,227799,0.01968535271,19525,0.001687261628,566419.9,45690,0,2.51,0,0,0,9840609,0.1496193616,58.62068966
2014,OH,Ohio,711294,11596998,0.06133432118,33130,0.002856773796,464,0.0000400103544,5228,0.0004508063207,12780,0.00110200933,14658,0.001263947791,322517,0.02781038679,79466,0.006852290567,224942,0.01939657142,18109,0.001561524802,597152.3,47529,0,2.5,0,0,0,9840967,0.1514211695,50
2015,OH,Ohio,676232,11605090,0.05827029347,34373,0.002961889998,522,0.00004498026297,5441,0.0004688459977,12617,0.00108719536,15793,0.001360868378,303743,0.02617325673,69994,0.006031319016,216354,0.01864302647,17395,0.001498911254,615275.5,48568,0,2.75,0,0,0,9829920,0.1529647767,47.05882353
2016,OH,Ohio,673408,11622554,0.05793976092,35759,0.003076690373,683,0.00005876505284,5754,0.0004950719093,12574,0.001081862042,16748,0.001440991369,300945,0.02589319009,67081,0.005771623001,214102,0.01842125233,19762,0.00170031475,627294.7,49176,0,2.32,0,0,0,9820673,0.1550331364,51.85185185
2017,OH,Ohio,630356,11664129,0.05404226925,34621,0.002968159903,741,0.00006352810398,5833,0.0005000802032,11224,0.0009622664496,16823,0.001442285146,280557,0.02405297472,57521,0.004931444088,202320,0.01734548718,20716,0.001776043458,652187.5,50051,0,2.92,0,0,0,9820927,0.1580231151,32.35294118
2018,OH,Ohio,584548,11676341,0.05006260095,34426,0.00294835514,596,0.00005104338765,5852,0.0005011844036,9608,0.0008228605177,18370,0.001573266831,257848,0.02208294533,49456,0.004235573456,188433,0.01613801789,19959,0.001709353983,672540.1,51924,0,2.91,0,0,0,9816349,0.1592957931,35.29411765
2019,OH,Ohio,550316,11696507,0.04704960207,34618,0.002959687025,584,0.0000499294362,5850,0.0005001493181,8861,0.0007575765996,19323,0.001652031671,240540,0.02056511401,44232,0.003781641818,177610,0.01518487528,18698,0.001598596914,702914.8,54449,0,2.05,0,0,0,9811405,0.1611679453,41.66666667
2020,OH,Ohio,504934,11693217,0.0431817865,36104,0.003087601983,820,0.00007012612526,5052,0.0004320453473,7826,0.0006692768979,22406,0.001916153613,216363,0.01850329127,37279,0.00318808759,159007,0.01359822536,20077,0.001716978313,692683.7,55138,0,1.95,0,0,0,9871905,0.155757992,54.16666667
2021,OH,Ohio,479404,11764342,0.04075060042,37341,0.003174083174,883,0.00007505732152,5649,0.000480179852,6977,0.0005930633434,23832,0.002025782657,202361,0.01720121703,32044,0.002723824248,148792,0.01264771119,21525,0.001829681592,763595.8,55826,0,2.55,0,0,0,9826665,0.1647076394,58.62068966
2022,OH,Ohio,"494,872","11,756,058",0.04209506282,"35,038",0.002980420818,737,0.00006269108233,"6,001",0.000510460224,"6,307",0.0005364893572,"21,993",0.001870780154,"212,398",0.01806711059,"30,510",0.002595257696,"154,085",0.01310685946,"27,803",0.002364993436,832660.7,59673,0,3.57,0,0,0,9802598,0.1661662438,40
2023,OH,Ohio,"466,492","11,785,935",0.03958039816,"33,770",0.002865279674,639,0.00005421716648,"5,544",0.0004703911909,"5,857",0.0004969482693,"21,730",0.001843723048,"199,476",0.01692491941,"27,516",0.002334647188,"140,210",0.01189638327,"31,750",0.002693888945,884834.2,62138,0,2.88,0,0,0,9804336,0.1681325241,22.58064516
2013,OK,Oklahoma,287210,3853118,0.07453963258,17187,0.004460543383,198,0.00005138695467,2314,0.0006005525914,3023,0.000784559414,11652,0.003024044423,126418,0.03280927291,33512,0.008697371843,81624,0.02118388277,11282,0.002928018296,184104.6,50251,0,4.93,0,0,0,3103103,0.1946514485,52.63157895
2014,OK,Oklahoma,266994,3879610,0.06881980405,16052,0.004137529288,180,0.00004639641613,1862,0.0004799451491,3073,0.0007920899266,10937,0.002819097796,117445,0.03027237274,29963,0.007723198981,76719,0.01977492583,10763,0.002774247927,197074.1,51075,0,7.22,0,0,0,3116617,0.1966674485,48.14814815
2015,OK,Oklahoma,261602,3907414,0.06695016192,16746,0.00428569893,240,0.00006142169732,1953,0.0004998190619,3018,0.0007723778438,11535,0.002952080327,114055,0.02918938203,28783,0.007366252974,74678,0.01911187297,10594,0.002711256089,187364.7,54148,0,9.46,0,0,0,3133747,0.1979997512,37.83783784
2016,OK,Oklahoma,271730,3921207,0.06929754027,17855,0.004553444896,247,0.0000629908087,2100,0.0005355493857,3174,0.0008094446429,12334,0.003145460059,118010,0.03009532524,29376,0.007491570835,76358,0.01947308571,12276,0.003130668695,182238.8,57532,0,7.9,0,0,0,3142152,0.198677346,41.93548387
2017,OK,Oklahoma,263200,3932640,0.06692705155,17989,0.00457428089,243,0.00006179055291,2220,0.0005645062859,3007,0.000764626307,12519,0.003183357744,113611,0.02888924488,28749,0.007310356402,72546,0.01844715001,12316,0.003131738476,192538.6,60212,0,7.63,0,0,0,3141045,0.2012884475,36.66666667
2018,OK,Oklahoma,266192,3940235,0.06755739188,18701,0.004746163617,215,0.00005456527339,2431,0.0006169682773,2805,0.0007118864738,13250,0.003362743593,114395,0.02903253232,27178,0.006897558141,73799,0.01872959354,13418,0.003405380644,204193.9,63426,0,8.63,0,0,0,3144528,0.2019440465,32.35294118
2019,OK,Oklahoma,261566,3960676,0.06604074658,17279,0.004362639105,275,0.00006943259181,2363,0.0005966153253,2383,0.0006016649683,12258,0.00309492622,113504,0.02865773418,26820,0.006771571318,73199,0.01848144105,13485,0.00340472182,205992.7,67058,0,9.6,0,0,0,3155062,0.2034031564,40.54054054
2020,OK,Oklahoma,251920,3980783,0.06328403231,18255,0.00458578124,296,0.00007435723073,2102,0.0005280368209,2351,0.0005905873292,13506,0.003392799859,107705,0.02705623492,24415,0.006133215501,68243,0.01714310979,15047,0.003779909631,192516.2,69310,0,7.82,0,0,0,3153322,0.20786388,46.875
2021,OK,Oklahoma,244782,3991225,0.06133004278,17483,0.004380359413,304,0.00007616709156,2519,0.0006311345514,1795,0.0004497366097,12865,0.003223321161,104908,0.02628466198,23937,0.005997406811,65530,0.01641851812,15441,0.003868737042,217786.5,71562,0,5.01,0,0,0,3167884,0.2062877938,33.33333333
2022,OK,Oklahoma,"223,358","4,019,800",0.05556445594,"17,166",0.00427036171,280,0.00006965520673,"2,492",0.0006199313399,"1,660",0.0004129558685,"12,734",0.003167819294,"94,513",0.02351186626,"19,684",0.004896761033,"62,146",0.01545997313,"12,683",0.003155132096,245976.2,75657,0,7.96,0,0,0,3184061,0.2079056172,64.51612903
2023,OK,Oklahoma,"207,734","4,053,824",0.05124396126,"16,770",0.004136834752,247,0.00006093012425,"2,376",0.00058611326,"1,510",0.0003724878041,"12,637",0.003117303563,"87,097",0.02148514588,"18,586",0.004584806839,"57,816",0.01426208933,"10,695",0.002638249712,256689.4,80160,0,6.91,0,0,0,3205919,0.2091617692,50
2013,OR,Oregon,269238,3928068,0.06854209245,9536,0.002427656548,82,0.00002087540236,1464,0.0003727023056,2394,0.0006094599177,5596,0.001424618922,125083,0.03184338968,20808,0.005297260638,94363,0.02402275113,9912,0.002523377905,178975.4,52007,0,3.06,0,1,1,3586609,0.08692797579,46.15384615
2014,OR,Oregon,266872,3971202,0.0672018195,10294,0.002592162272,84,0.00002115228588,1620,0.000407936942,2270,0.0005716153447,6320,0.0015914577,123142,0.03100874748,18690,0.004706383609,94177,0.02371498604,10275,0.002587377827,187837.6,53234,0,4.04,0,1,1,3615845,0.08948348636,20
2015,OR,Oregon,260864,4024634,0.06481682558,10680,0.002653657451,110,0.00002733167786,1650,0.0004099751679,2163,0.0005374401747,6757,0.00167891043,119752,0.02975475534,18541,0.004606878539,90514,0.02248999536,10697,0.002657881437,200592.6,55702,0,3.98,0,1,1,3657377,0.09125227288,6.666666667
2016,OR,Oregon,265398,4085989,0.06495318514,10983,0.00268796612,116,0.00002838969953,1784,0.0004366139997,2307,0.0005646123864,6776,0.001658350035,121716,0.02978862645,16919,0.004140735572,91507,0.02239531237,13290,0.003252578507,211782.4,56907,0,3.91,0,1,1,3714350,0.09095447883,6.25
2017,OR,Oregon,268306,4146592,0.0647051844,11629,0.00280447172,105,0.00002532199937,1992,0.0004803945023,2474,0.0005966345375,7058,0.001702120681,122524,0.02954812048,17415,0.004199834466,88091,0.02124419282,17018,0.004104093193,225534.5,59105,0,2.9,0,1,1,3756582,0.09405555213,33.33333333
2018,OR,Oregon,269094,4181886,0.06434752167,12146,0.002904431159,86,0.00002056488388,2114,0.000505513541,2515,0.0006014032903,7431,0.001776949443,122401,0.02926932968,16515,0.003949175085,89191,0.02132793673,16695,0.003992217865,238466.9,60905,0,4.54,0,1,1,3785543,0.09477613689,26.31578947
2019,OR,Oregon,259898,4216116,0.06164393959,12382,0.002936826216,117,0.00002775065961,1886,0.0004473311455,2329,0.0005524041559,8050,0.001909340255,117567,0.02788514358,15127,0.003587899384,86922,0.02061660543,15518,0.003680638768,248781.8,63463,0,4.74,0,1,1,3812785,0.09566411361,36.36363636
2020,OR,Oregon,250324,4241507,0.05901770291,12380,0.002918773917,125,0.00002947065748,1565,0.0003689726317,2180,0.0005139682665,8510,0.002006362361,112782,0.02659007754,14386,0.003391719028,81811,0.01928819167,16585,0.003910166835,251577.7,66210,0,3.77,0,1,1,3832398,0.09645368969,26.31578947
2021,OR,Oregon,258116,4256301,0.06064326748,14526,0.003412822542,204,0.00004792894112,1875,0.0004405233558,2579,0.0006059251919,9868,0.002318445054,114532,0.0269088112,14395,0.003382044644,80025,0.01880153683,20112,0.004725229724,275653.1,68957,0,3.99,0,1,1,3837005,0.09851182987,17.64705882
2022,OR,Oregon,"279,824","4,240,137",0.06599409406,"14,815",0.003493990878,201,0.00004740412869,"1,857",0.0004379575471,"2,926",0.0006900720425,"9,831",0.00231855716,"125,097",0.02950305615,"15,688",0.003699880452,"86,174",0.02032339993,"23,235",0.005479775771,298848,71798,0,5.43,0,1,1,3811891,0.1009981517,34.7826087
2023,OR,Oregon,"246,970","4,233,358",0.05833903015,"13,813",0.003262894374,189,0.00004464540915,"1,711",0.0004041708733,"2,642",0.0006240908518,"9,271",0.002189987239,"109,672",0.0259066207,"14,383",0.003397539258,"77,789",0.01837524726,"17,500",0.004133834181,318884.1,73824,0,4.96,0,1,1,3798841,0.102641213,63.15789474
2013,PA,Pennsylvania,612002,12781296,0.04788262474,42825,0.003350599188,611,0.00004780422893,3795,0.0002969182468,14739,0.001153169444,23680,0.001852707268,263176,0.02059071318,52000,0.004068445015,197410,0.01544522559,13766,0.001077042578,670767.4,55902,0,2.9,0,0,0,10819861,0.1534613548,56.75675676
2014,PA,Pennsylvania,574560,12793767,0.04490936876,40298,0.003149815062,610,0.00004767946767,3839,0.000300067994,13545,0.001058718671,22304,0.001743348929,246982,0.01930486932,45718,0.003573458857,188211,0.01471114801,13053,0.001020262445,695546.6,54891,0,1.17,0,0,0,10803770,0.1555442584,53.33333333
2015,PA,Pennsylvania,544578,12791904,0.04257208309,40348,0.00315418252,665,0.00005198600615,4299,0.0003360719405,12965,0.001013531684,22419,0.00175259289,231941,0.01813185903,39573,0.003093597325,180236,0.01408984933,12132,0.0009484123708,716534.3,58073,0,1.64,0,0,0,10776966,0.1575166605,57.14285714
2016,PA,Pennsylvania,525566,12787085,0.04110131433,40389,0.00315857758,674,0.00005270943299,4459,0.0003487112192,12314,0.0009630029049,22942,0.001794154023,222394,0.01739207959,35178,0.002751057024,174147,0.01361897571,13069,0.001022046854,733165.9,60596,0,1.88,0,0,0,10747708,0.1594872483,54.16666667
2017,PA,Pennsylvania,500692,12790447,0.0391457781,40030,0.003129679518,742,0.00005801204602,4216,0.0003296210054,11777,0.0009207653181,23295,0.001821281148,210316,0.01644320953,31925,0.002496003463,165434,0.0129341844,12957,0.001013021672,754318,63870,0,2.03,0,0,0,10726598,0.1613586296,42.30769231
2018,PA,Pennsylvania,459464,12800922,0.03589303958,39099,0.003054389364,784,0.0000612455884,4490,0.0003507559846,9854,0.0007697883012,23971,0.001872599489,190633,0.01489213043,27054,0.002113441516,150441,0.01175235659,13138,0.001026332322,780620.7,64340,0,2.42,0,0,0,10714091,0.1630219292,51.61290323
2019,PA,Pennsylvania,437660,12798883,0.03419517156,39160,0.003059642002,676,0.00005281710912,4345,0.0003394827502,9749,0.0007617070958,24390,0.001905635046,179670,0.01403794378,23324,0.001822346528,143937,0.01124605952,12409,0.0009695377323,802233.1,71169,0,1.25,0,0,1,10692240,0.1645958479,60
2020,PA,Pennsylvania,519920,12783254,0.04067196036,49793,0.003895174108,1009,0.00007893138946,4228,0.0003307452078,10728,0.0008392229396,33828,0.002646274571,210167,0.01644080607,31774,0.002485595608,162919,0.01274472055,15474,0.001210489911,777000.8,72589,0,1.69,0,0,1,10821897,0.1534317475,65.2173913
2021,PA,Pennsylvania,397658,13012059,0.03056072832,36664,0.002817693956,1087,0.00008353789358,4309,0.0003311543546,8207,0.0006307226243,23061,0.001772279084,162165,0.0124626702,18494,0.001421296968,126373,0.009711991008,17298,0.001329382229,844431.8,74008,0,2,0,0,1,10814976,0.168849757,32
2022,PA,Pennsylvania,"464,546","12,972,008",0.03581141794,"37,258",0.002872184476,"1,055",0.00008132896619,"4,046",0.000311902367,"8,988",0.0006928765385,"23,169",0.001786076604,"195,015",0.01503352449,"19,679",0.001517035759,"153,922",0.01186570344,"21,414",0.001650785291,919741.1,81854,0,2,0,1,1,10757067,0.1707477362,36
2023,PA,Pennsylvania,"478,408","12,961,683",0.03690940443,"34,534",0.002664314503,861,0.00006642655896,"3,256",0.0002512019465,"8,230",0.0006349484091,"22,187",0.001711737588,"204,670",0.01579038771,"17,896",0.0013806849,"152,449",0.01176151276,"34,325",0.002648190054,976360.8,84972,0,2.62,0,1,1,10727081,0.1724006057,53.33333333
2013,RI,Rhode Island,56902,1053354,0.05401982619,2710,0.002572734332,31,0.00002942980233,449,0.0004262574595,683,0.0006484049996,1547,0.001468642071,25741,0.02443717876,5621,0.005336287706,17881,0.01697529985,2239,0.002125591207,52994.2,44163,0,0.95,0,1,1,923947,0.1228523364,0
2014,RI,Rhode Island,50604,1054907,0.04797010542,2320,0.002199246,26,0.00002464672241,366,0.0003469500155,530,0.0005024139569,1398,0.001325235305,22982,0.02178580671,4830,0.004578602664,16317,0.01546771422,1835,0.001739489832,54612.5,45238,0,0.95,0,1,1,921966,0.1260215355,100
2015,RI,Rhode Island,45206,1055607,0.0428246497,2565,0.002429881575,31,0.0000293669898,467,0.0004423994915,547,0.0005181852716,1520,0.001439929822,20038,0.01898244328,3938,0.003730555027,14714,0.01393889961,1386,0.001312988641,56604,47238,0,0,0,1,1,919049,0.129364432,#DIV/0!
2016,RI,Rhode Island,42878,1057566,0.0405440417,2529,0.002391340115,29,0.00002742145644,445,0.0004207775212,541,0.0005115519977,1514,0.00143158914,18910,0.01788068073,3650,0.003451321241,14157,0.01338639858,1103,0.001042960912,57714.6,49501,0,1.89,0,1,1,917024,0.1328919424,100
2017,RI,Rhode Island,42118,1056486,0.03986612222,2474,0.002341725304,21,0.0000198772156,454,0.0004297264706,474,0.0004486571521,1525,0.001443464466,18585,0.01759133581,3219,0.003046893191,13882,0.01313978605,1484,0.001404656569,58771.6,50570,0,0.95,0,1,1,914273,0.1346094506,0
2018,RI,Rhode Island,39902,1058287,0.03770432784,2326,0.002197891498,16,0.00001511877213,494,0.0004667920895,453,0.0004280502359,1363,0.001287930401,17625,0.01665427242,2817,0.002661848818,13270,0.01253913163,1538,0.001453291971,60064.9,52306,0,0.94,0,1,1,913701,0.1366226742,100
2019,RI,Rhode Island,37338,1058158,0.03528584578,2357,0.002227455635,26,0.00002457099979,498,0.0004706291499,421,0.000397861189,1412,0.001334394297,16312,0.01541546726,2321,0.002193434251,12628,0.01193394559,1363,0.001288087412,62814.7,56227,0,0,0,1,1,912169,0.1379652188,#DIV/0!
2020,RI,Rhode Island,31212,1057125,0.0295253636,2440,0.002308147097,32,0.0000302707816,407,0.0003850065035,336,0.0003178432068,1665,0.001575026605,13166,0.0124545347,1763,0.001667730874,9894,0.009359347286,1509,0.001427456545,62124.9,57773,0,0,0,1,1,941506,0.1093711718,#DIV/0!
2021,RI,Rhode Island,31346,1096985,0.02857468425,2199,0.002004585295,37,0.00003372881124,461,0.0004202427563,277,0.0002525102896,1424,0.001298103438,13474,0.01228275683,1507,0.001373765366,10315,0.00940304562,1652,0.001505945842,67228.3,59318,0,1.82,0,1,1,939970,0.1431332242,0
2022,RI,Rhode Island,"31,942","1,093,734",0.02920454151,"1,897",0.001734425372,18,0.00001645738361,424,0.0003876628138,269,0.000245946455,"1,186",0.00108435872,"14,074",0.01286784538,"1,405",0.00128459022,"10,918",0.009982317456,"1,751",0.001600937705,72869.2,64115,0,0.91,0,1,1,934667,0.1454348132,0
2023,RI,Rhode Island,"28,248","1,095,962",0.02577461627,"1,839",0.001677977886,28,0.00002554833106,402,0.0003668010387,241,0.0002198981352,"1,168",0.001065730381,"12,285",0.01120933025,"1,297",0.001183435192,"9,452",0.008624386612,"1,536",0.001401508446,77573.9,67804,0,1.82,0,1,1,933084,0.1486164666,0
2013,SC,South Carolina,395048,4771929,0.08278580842,24263,0.005084526614,305,0.00006391545222,2233,0.0004679449338,3965,0.0008309008789,17760,0.003721765349,173261,0.0363083776,40930,0.008577244129,119730,0.02509048228,12601,0.002640651192,186268.3,48947,0,3.15,2,0,0,3324612,0.3032981002,66.66666667
2014,SC,South Carolina,384638,4829160,0.0796490487,24038,0.004977677277,322,0.00006667826289,2185,0.000452459641,4018,0.0008320287586,17513,0.003626510615,168281,0.03484684707,37163,0.007695541254,118173,0.0244707154,12945,0.002680590413,195744.4,50979,0,3.73,2,0,0,3369881,0.3021807105,33.33333333
2015,SC,South Carolina,374556,4894834,0.07652067465,24448,0.004994653547,407,0.00008314888717,2439,0.000498280432,3950,0.0008069732293,17652,0.003606250999,162830,0.03326568378,34942,0.007138546476,114778,0.02344880337,13110,0.002678333933,207510,53017,0,4.09,2,0,0,3422238,0.3008469746,45
2016,SC,South Carolina,373342,4959822,0.07527326586,25137,0.005068125429,358,0.00007218000969,2491,0.0005022357657,4071,0.000820795585,18217,0.003672914068,161534,0.0325685075,33149,0.006683505981,114455,0.02307643298,13930,0.002808568533,217555.5,54467,1,3.63,2,0,0,3472928,0.2997877746,27.77777778
2017,SC,South Carolina,371560,5021219,0.07399796743,25412,0.005060922457,380,0.00007567883416,2576,0.0005130228337,3884,0.0007735173471,18572,0.003698703442,160368,0.03193806126,31165,0.006206660176,114931,0.02288906339,14272,0.002842337687,224937.6,56521,1,2.39,2,0,0,3522663,0.2984446605,41.66666667
2018,SC,South Carolina,363586,5084156,0.07151354128,25463,0.00500830423,411,0.00008083937629,2650,0.0005212271221,3592,0.0007065086122,18810,0.003699729119,156330,0.03074846641,29957,0.005892226753,111427,0.02191651869,14946,0.002939720968,236561.7,56274,1,2.75,2,0,0,3571785,0.2974674656,42.85714286
2019,SC,South Carolina,356554,5157702,0.06913039955,26307,0.005100527328,455,0.00008821758217,2528,0.0004901407642,3325,0.0006446669466,19999,0.003877502035,151970,0.02946467245,27439,0.005320004917,109366,0.0212044046,15165,0.002940262931,249575.7,59533,1,3.88,2,0,0,3621800,0.2977880459,25
2020,SC,South Carolina,339356,5218040,0.0650351473,27691,0.005306781857,549,0.0001052119187,2086,0.0003997669623,3122,0.0005983089436,21934,0.004203494032,141987,0.02721079179,23377,0.004480034649,103892,0.01991015784,14718,0.002820599305,249430.2,62838,1,2.92,2,0,0,3616627,0.3068993338,35.71428571
2021,SC,South Carolina,312388,5193266,0.06015251289,26685,0.005138384978,590,0.0001136086617,2307,0.0004442291229,2580,0.0004967971985,21208,0.004083749995,129509,0.02493787147,20125,0.003875210706,94584,0.01821281637,14800,0.002849844395,272384.7,66143,1,4.24,2,0,0,3668511,0.2936023304,36.84210526
2022,SC,South Carolina,"299,066","5,282,634",0.05661304569,"26,361",0.004990124245,559,0.0001058184232,"2,114",0.0004001791531,"2,149",0.0004068046357,"21,539",0.004077322033,"123,172",0.0233163986,"18,814",0.003561480882,"90,999",0.01722606563,"13,359",0.002528852084,301945.1,69728,1,4.92,2,0,0,3743332,0.2913891063,57.14285714
2023,SC,South Carolina,"286,316","5,373,555",0.05328241732,"25,312",0.004710475653,482,0.00008969853291,"1,958",0.0003643770279,"2,108",0.0003922915091,"20,764",0.003864108584,"117,846",0.02193073301,"17,263",0.003212584593,"86,930",0.01617737234,"13,653",0.002540776078,327420.1,71810,1,3.91,2,0,0,3817135,0.2896443788,63.63636364
2013,SD,South Dakota,38014,845510,0.04495984672,2733,0.00323236863,18,0.00002128892621,507,0.0005996380883,156,0.0001845040272,2052,0.002426937588,16274,0.01924755473,3383,0.004001135409,11955,0.01413939516,936,0.001107024163,45498.6,44297,0,2.37,0,0,0,739359,0.1255467115,50
2014,SD,South Dakota,37674,853304,0.04415073643,2801,0.003282534712,23,0.00002695405155,478,0.000560175506,199,0.0002332111416,2101,0.002462194013,16036,0.0187928335,2817,0.003301285357,12209,0.01430791371,1010,0.001183634437,47159.9,44361,0,3.53,0,0,0,744381,0.1276485285,66.66666667
2015,SD,South Dakota,40082,857919,0.04672002835,3302,0.003848848201,33,0.00003846516979,500,0.0005828056029,215,0.0002506064092,2554,0.002976971019,16739,0.01951116597,2969,0.00346069967,12576,0.01465872652,1194,0.00139173978,48678.9,47275,0,3.51,0,0,0,746963,0.1293315569,66.66666667
2016,SD,South Dakota,41686,861542,0.04838533699,3636,0.004220339809,28,0.00003249986652,526,0.0006105332067,274,0.0003180344081,2808,0.003259272328,17207,0.01997232869,3002,0.003484449975,12705,0.01474681443,1500,0.001741064278,49842.6,48547,0,6.95,0,0,0,751884,0.1272810844,50
2017,SD,South Dakota,40682,873286,0.04658496758,3753,0.004297561166,27,0.00003091770623,575,0.0006584326326,264,0.0003023064609,2887,0.003305904366,16588,0.01899492263,2835,0.003246359154,12285,0.01406755633,1468,0.001681007139,51615.1,51340,0,3.44,0,0,0,757899,0.1321296803,33.33333333
2018,SD,South Dakota,37348,878698,0.04250379539,3483,0.003963819196,12,0.00001365656915,617,0.0007021752639,222,0.0002526465293,2632,0.002995340834,15191,0.0172880785,2502,0.002847394668,11237,0.01278823896,1452,0.001652444867,53349.5,52375,0,4.55,0,0,0,762806,0.1318905927,25
2019,SD,South Dakota,38418,887127,0.04330608808,3523,0.003971246507,16,0.00001803574911,647,0.0007293206046,190,0.0002141745207,2670,0.003009715633,15686,0.01768179753,2662,0.003000697758,11265,0.01269829461,1759,0.001982805168,55175.8,56071,0,4.52,0,0,0,768328,0.1339143099,50
2020,SD,South Dakota,43888,892717,0.04916227651,4476,0.005013906983,40,0.00004480703291,599,0.0006709853179,274,0.0003069281754,3563,0.003991186457,17468,0.01956723127,3036,0.003400853798,12117,0.01357317044,2315,0.00259320703,56254.4,57883,0,2.25,0,0,0,772264,0.1349285384,50
2021,SD,South Dakota,37098,896164,0.04139644083,3511,0.003917809687,27,0.000030128414,591,0.0006594775063,176,0.0001963926246,2717,0.003031811142,15038,0.01678041073,2417,0.002697050986,10528,0.01174784972,2093,0.002335510018,62984.8,59695,0,4.46,0,0,0,778738,0.1310318201,66.66666667
2022,SD,South Dakota,"38,514","909,824",0.04233126407,"3,448",0.00378974395,40,0.00004396454699,509,0.0005594488604,230,0.0002527961452,"2,669",0.002933534398,"15,809",0.01737588808,"2,391",0.002627980796,"11,217",0.01232875809,"2,201",0.002419149198,69069.3,65254,0,7.69,0,0,0,789912,0.131796919,42.85714286
2023,SD,South Dakota,"36,186","919,318",0.03936178776,"3,215",0.003497157676,27,0.0000293695979,462,0.0005025464529,188,0.0002044994224,"2,538",0.002760742202,"14,878",0.0161837362,"2,042",0.002221211811,"10,585",0.01151397014,"2,251",0.002448554254,74033.9,67631,0,3.26,0,0,0,797461,0.1325515219,100
2013,TN,Tennessee,491492,6497269,0.07564593678,38063,0.005858307544,335,0.00005156012472,2500,0.0003847770502,7333,0.001128628044,27895,0.004293342326,207683,0.03196466084,51334,0.007900858037,144443,0.02223134058,11906,0.001832462224,296756.3,51704,0,3.23,0,0,0,5237994,0.1938160479,38.0952381
